"Internal ID","NS
Status","Site Scope","Instruction Date","Project 
ID 
","Site ID","MBNL Site ID","VF Site ID","TEF Site ID","KTL Project Name","Project Comments","Client 
Priority","Drawing Priority/Status","Site Type","Structure Owner","Design Blocker Start","Design Blocked Close","Blocker 
Status","Blocker Owner","Blocker Reason","Blocker Comments","Survey Supplier","Surveyor","Survey 
RAG","Survey 
Revison","Survey Permit 
Number","RAMS
(A)","Survey
(F)","Survey (A)","DRONE SURVEY DATE (F)","Drone Survey (A)","RMSV DATE (F)","RMSV(A)","SURVEY / DESIGN HANDOVER INFORMATION","Survey 
Approved","Survey Uploaded
to Clients Tools","SURVEY INFORMATION COMMENTS","Survey Comments","Survey Blocker Comments","Survey Abort Comments","GA Supplier","GA Instruction 
Type","CAD provided to 
3rd party 
supplier","GA
(F)","GA 
Rev","GA Designer","GA Status","GA Action","GA Design Notes","GA Issued Client (A)","GA Approved Client (A)","GA Issued Operator (A)","GA Approved Operator (A)","DD Supplier","Dependency 
RAG","Dependency
Owner","Remaining Dependencies
(auto updates at 23:00)","Dependency Notes","DD Status","DD Action","DD Design Notes","DD
Rev","Dependency
Clear","DD
(F)","Dependency
(F)","DD Issued Client (A)","DD Designer","DD Approved Client (A)","DD Issued to Operator (A)","DD Approved to Operator (A)"
"27937","In Progress","Acquisition Only","20/06/2024","12241523","3546vf","","3546_20","","VF399","VF399","F","MSA","Greenfield","","","","","","","","","","","","","F","01/01/1900","01/01/1900","01/01/1900","01/01/1900","01/01/1900","01/01/1900","","F","F","","","","","","","F","01/01/1900","A","","Approved","","","01/01/2020","01/01/2020","01/01/2020","01/01/2020","Emfyser","Green","Raashid Patel","","10/12/24 - MO - Site is Acq only WIG, Dep Clear.","Out of Scope","Site is Acq only WIG, Dep Clear.","10/12/24 - MO - Site is Acq only WIG, Dep Clear.","","T","01/01/1900","10/12/2024","","Ben Watson","01/01/1900","01/01/1900",""
"27938","In Progress","Acquisition Only","20/06/2024","12414202","86737vf","","86737_0","","VF399","VF399","F","MSA","Greenfield","","","","","","","","","","","","","F","01/01/1900","01/01/1900","01/01/1900","01/01/1900","01/01/1900","01/01/1900","","F","F","","","","","","","F","01/01/1900","A","","Approved","","","01/01/2020","01/01/2020","01/01/2020","01/01/2020","Emfyser","Green","Raashid Patel","","10/12/24 - MO - Site is Acq only WIG, Dep Clear.","Out of Scope","Site is Acq only WIG, Dep Clear.","10/12/24 - MO - Site is Acq only WIG, Dep Clear.","","T","01/01/1900","10/12/2024","","Ben Watson","01/01/1900","01/01/1900",""
"27939","In Progress","Acquisition Only","20/06/2024","12556223","86533vf","","86533_10","","VF399","VF399","F","MSA","Greenfield","","","","","","","","","","","","","F","01/01/1900","01/01/1900","01/01/1900","01/01/1900","01/01/1900","01/01/1900","","F","F","","","","","","","F","01/01/1900","A","","Approved","","","01/01/2020","01/01/2020","01/01/2020","01/01/2020","Emfyser","Green","Raashid Patel","","10/12/24 - MO - Site is Acq only WIG, Dep Clear.","Out of Scope","Site is Acq only WIG, Dep Clear.","10/12/24 - MO - Site is Acq only WIG, Dep Clear.","","T","01/01/1900","10/12/2024","","Ben Watson","01/01/1900","01/01/1900",""
"27940","In Progress","Acquisition Only","20/06/2024","12679822","22408vf","","22408_16","","VF399","VF399","F","MSA","Greenfield","","","","","","","","","","","","","F","01/01/1900","01/01/1900","01/01/1900","01/01/1900","01/01/1900","01/01/1900","","F","F","","","","","","","F","01/01/1900","A","","Approved","","","01/01/2020","01/01/2020","01/01/2020","01/01/2020","Emfyser","Green","Raashid Patel","","10/12/24 - MO - Site is Acq only WIG, Dep Clear.","Out of Scope","Site is Acq only WIG, Dep Clear.","10/12/24 - MO - Site is Acq only WIG, Dep Clear.","","T","01/01/1900","10/12/2024","","Ben Watson","01/01/1900","01/01/1900",""
"27941","In Progress","Acquisition Only","20/06/2024","12692526","23310vf","","23310_18","","VF399","VF399","F","MSA","Greenfield","","","","","","","","","","","","","F","01/01/1900","01/01/1900","01/01/1900","01/01/1900","01/01/1900","01/01/1900","","F","F","","","","","","","F","01/01/1900","A","","Approved","","","01/01/2020","01/01/2020","01/01/2020","01/01/2020","Emfyser","Green","Raashid Patel","","10/12/24 - MO - Site is Acq only WIG, Dep Clear.","Out of Scope","Site is Acq only WIG, Dep Clear.","10/12/24 - MO - Site is Acq only WIG, Dep Clear.","","T","01/01/1900","10/12/2024","","Ben Watson","01/01/1900","01/01/1900",""
"27942","In Progress","Acquisition Only","20/06/2024","12722327","31455vf","","31455_23","","VF399","VF399","F","MSA","Greenfield","","","","","","","","","","","","","F","01/01/1900","01/01/1900","01/01/1900","01/01/1900","01/01/1900","01/01/1900","","F","F","","","","","","","F","01/01/1900","A","","Approved","","","01/01/2020","01/01/2020","01/01/2020","01/01/2020","Emfyser","Green","Raashid Patel","","10/12/24 - MO - Site is Acq only WIG, Dep Clear.","Out of Scope","Site is Acq only WIG, Dep Clear.","10/12/24 - MO - Site is Acq only WIG, Dep Clear.","","T","01/01/1900","10/12/2024","","Ben Watson","01/01/1900","01/01/1900",""
"27943","In Progress","Acquisition Only","20/06/2024","12836426","87613vf","","87613_0","","VF399","VF399","F","MSA","Greenfield","","","","","","","","","","","","","F","01/01/1900","01/01/1900","01/01/1900","01/01/1900","01/01/1900","01/01/1900","","F","F","","","","","","","F","01/01/1900","A","","Approved","","","01/01/2020","01/01/2020","01/01/2020","01/01/2020","Emfyser","Green","Raashid Patel","","10/12/24 - MO - Site is Acq only WIG, Dep Clear.","Out of Scope","Site is Acq only WIG, Dep Clear.","10/12/24 - MO - Site is Acq only WIG, Dep Clear.","","T","01/01/1900","10/12/2024","","Ben Watson","01/01/1900","01/01/1900",""
"27944","In Progress","Acquisition Only","20/06/2024","12872526","37404vf","","37404_14","","VF399","VF399","F","MSA","Greenfield","","","","","","","","","","","","","F","01/01/1900","01/01/1900","01/01/1900","01/01/1900","01/01/1900","01/01/1900","","F","F","","","","","","","F","01/01/1900","A","","Approved","","","01/01/2020","01/01/2020","01/01/2020","01/01/2020","Emfyser","Green","Raashid Patel","","10/12/24 - MO - Site is Acq only WIG, Dep Clear.","Out of Scope","Site is Acq only WIG, Dep Clear.","10/12/24 - MO - Site is Acq only WIG, Dep Clear.","","T","01/01/1900","10/12/2024","","Ben Watson","01/01/1900","01/01/1900",""
"27945","In Progress","Acquisition Only","20/06/2024","13054222","46549vf","","46549_15","","VF399","VF399","F","MSA","Greenfield","","","","","","","","","","","","","F","01/01/1900","01/01/1900","01/01/1900","01/01/1900","01/01/1900","01/01/1900","","F","F","","","","","","","F","01/01/1900","A","","Approved","","","01/01/2020","01/01/2020","01/01/2020","01/01/2020","Emfyser","Green","Raashid Patel","","10/12/24 - MO - Site is Acq only WIG, Dep Clear.","Out of Scope","Site is Acq only WIG, Dep Clear.","10/12/24 - MO - Site is Acq only WIG, Dep Clear.","","T","01/01/1900","10/12/2024","","Ben Watson","01/01/1900","01/01/1900",""
"27946","In Progress","Acquisition Only","20/06/2024","13187524","73146vf","","73146_21","","VF399","VF399","F","MSA","Greenfield","","","","","","","","","","","","","F","01/01/1900","01/01/1900","01/01/1900","01/01/1900","01/01/1900","01/01/1900","","F","F","","","","","","","F","01/01/1900","A","","Approved","","","01/01/2020","01/01/2020","01/01/2020","01/01/2020","Emfyser","Green","Raashid Patel","","10/12/24 - MO - Site is Acq only WIG, Dep Clear.","Out of Scope","Site is Acq only WIG, Dep Clear.","10/12/24 - MO - Site is Acq only WIG, Dep Clear.","","T","01/01/1900","10/12/2024","","Ben Watson","01/01/1900","01/01/1900",""
"27947","In Progress","Acquisition Only","13/05/2024","12554822","84865vf","","84865_11","","Outside London","Outside London","F","","Streetworks","","","","","","","","","","","","","F","01/01/1900","01/01/1900","01/01/1900","01/01/1900","01/01/1900","01/01/1900","","F","F","","","","","","","F","01/01/1900","A","","To be instructed","","","","01/01/1900","01/01/1900","01/01/1900","Emfyser","","Raashid Patel","","","To be instructed","","","","F","01/01/1900","01/01/1900","","","01/01/1900","01/01/1900",""
"27948","In Progress","Acquisition Only","13/05/2024","13063524","46947vf","","46947_20","","Outside London","Outside London","F","","Deinstructed","","","","","","","","","","","","","F","01/01/1900","01/01/1900","01/01/1900","01/01/1900","01/01/1900","01/01/1900","","F","F","","","","","","","F","01/01/1900","A","","To be instructed","","","","01/01/1900","01/01/1900","01/01/1900","Emfyser","","Raashid Patel","","","To be instructed","","","","F","01/01/1900","01/01/1900","","","01/01/1900","01/01/1900",""
"27949","In Progress","Acquisition Only","13/05/2024","13164527","65153vf","","65153_20","","Outside London","Outside London","F","","Deinstructed","","","","","","","","","","","","","F","01/01/1900","01/01/1900","01/01/1900","01/01/1900","01/01/1900","01/01/1900","","F","F","","","","","","","F","01/01/1900","A","","To be instructed","","","","01/01/1900","01/01/1900","01/01/1900","Emfyser","","Raashid Patel","","","To be instructed","","","","F","01/01/1900","01/01/1900","","","01/01/1900","01/01/1900",""
"27952","In Progress","Acquisition Only","13/05/2024","13231026","76604vf","","76604_23","","Outside London","Outside London","F","","Streetworks","","","","","","","","","","","","","F","01/01/1900","01/01/1900","01/01/1900","01/01/1900","01/01/1900","01/01/1900","","F","F","","","","","","","F","01/01/1900","A","","To be instructed","","","","01/01/1900","01/01/1900","01/01/1900","Emfyser","","Raashid Patel","","","To be instructed","","","","F","01/01/1900","01/01/1900","","","01/01/1900","01/01/1900",""
"27953","In Progress","Acquisition Only","13/05/2024","13232123","76616vf","","76616_21","","Outside London","Outside London","F","","Streetworks","","","","","","","","","","","","","F","01/01/1900","01/01/1900","01/01/1900","01/01/1900","01/01/1900","01/01/1900","","F","F","","","","","","","F","01/01/1900","A","","To be instructed","","","","01/01/1900","01/01/1900","01/01/1900","Emfyser","","Raashid Patel","","","To be instructed","","","","F","01/01/1900","01/01/1900","","","01/01/1900","01/01/1900",""
"27954","In Progress","Acquisition Only","13/05/2024","20806723","13320vf","","13320_5","","Outside London","Outside London","F","","Streetworks","","","","","","","","","","","","","F","01/01/1900","01/01/1900","01/01/1900","01/01/1900","01/01/1900","01/01/1900","","F","F","","","","","","","F","01/01/1900","A","","To be instructed","","","","01/01/1900","01/01/1900","01/01/1900","Emfyser","","Raashid Patel","","","To be instructed","","","","F","01/01/1900","01/01/1900","","","01/01/1900","01/01/1900",""
"27955","In Progress","Acquisition Only","13/05/2024","13295822","80084vf","","80084_20","","Outside London","Outside London","F","","Streetworks","","","","","","","","","","","","","F","01/01/1900","01/01/1900","01/01/1900","01/01/1900","01/01/1900","01/01/1900","","F","F","","","","","","","F","01/01/1900","A","","To be instructed","","","","01/01/1900","01/01/1900","01/01/1900","Emfyser","","Raashid Patel","","","To be instructed","","","","F","01/01/1900","01/01/1900","","","01/01/1900","01/01/1900",""
"27993","In Progress","Design Only","20/06/2024","10761730","19215vf","","19215_0","","Outside London","Outside London","F","","Rooftop","","","","","","","","KTL (Internal)","Chris Padfield","","","","F","14/08/2024","19/08/2024","01/01/1900","01/01/1900","01/01/1900","01/01/1900","19/08/2024-VG- Comments from Christopher's email:
I have followed the Mitie scheme from April 2024. 

The college have installed a new window cleaning system enabling rope access over the edge of the building, the antenna height will need to be raised to allow for a man standing on the parapet wall.

The 180 degree sector frame should be moved back from the edge of the building over the next pair of structural frames below the roof.","F","F","19/08/2024-VG- Survey and photos received.","","","","Emfyser","GA (Existing + Proposed Pages)","F","30/09/2024","1A","Martin McWaters","Issued Pending Approval","","30/09-MM-GA Issued to CS for upload to ST","30/09/2024","01/01/1900","01/01/1900","01/01/1900","Emfyser","","Raashid Patel","","","To be instructed","","","","F","01/01/1900","01/01/1900","","","01/01/1900","01/01/1900",""
"27994","In Progress","Design Only","20/06/2024","11317734","19213vf","","19213_0","","Outside London","Outside London","F","","Rooftop","","23/09/2024","","Blocked","VF","ICNIRP","Sector A failing - with VF RP to advise next steps","KTL (Internal)","Chris Padfield","","","","F","14/08/2024","18/08/2024","01/01/1900","01/01/1900","01/01/1900","01/01/1900","19/08/2024-VG- Comments from Surveyor's email:
I have followed the Mitie scheme from April 2024 with the stub column replaced. 

The existing column is shown at the incorrect height on the drawings, the proposed column will be slightly lower than the existing. 

The large glass-fronted building to the East is not shown on the ICNIRP assessment, there is 26m from the centre of the column to the front face of the building.

Panoramic photos have been taken at 22.8m - CL of the passive antenna, 25.0m - Top of the active antenna / column, 27.0m 2m above the top of the column.","F","F","19/08/2024-VG-Survey and PANS received.","","","","Emfyser","GA (Existing + Proposed Pages)","F","31/10/2024","1A","","On-Hold","ICNIRP with RP","02/10/24-MM- GA back from emfyser and sent to RP Awaiting ICNIRP blocker from VFRP to issue. Sector A fail - to be sent to Andy tierney for review of CODE","","01/01/1900","01/01/1900","01/01/1900","Emfyser","","Raashid Patel","","","To be instructed","","","","F","01/01/1900","01/01/1900","","","01/01/1900","01/01/1900",""
"28006","In Progress","Design Only","20/06/2024","30677300","21645vf","","21645_0","","Outside London","Outside London","F","","Rooftop","","02/09/2024","","Blocked","CS","Access Issue","Not able to access RT for survey - Acq to arrange (GTry) - make sure revenue in NS takes into account if changes to RT New Build","KTL (Internal)","Chris Padfield & Gavin Atkinson","","","","F","21/01/2025","21/01/2025","01/01/1900","01/01/1900","01/01/1900","01/01/1900","26/01/2025-VG- Comments on Christopher's email:
Accessing the communal areas at ground level and stairwells / lifts to access the roof was only possible. It has not been possible to confirm the building's structural layout. Record drawings / intrusive surveys will be required. It is considered unlikely that access will be granted to the flats as the tenants have expressed anti-telecom views.

The building is listed 

Free-standing antenna and cabinet frames have been proposed, these will be subject to confirmation of the structure of the building.

There appear to be service heads in each of the stairwell landings for the building, it is assumed that a power supply can be taken from these.","F","F","26/01/2025-VG-Survey and PANS, received. Available on SharePoint.
21/01/2025 [VG] - Survey and PANS confirmed as completed. Waiting to be received.
11/12/2024-[VG]-MSV Confirmed 21/01/2025 @ 11:00AM - 
03/12/24-VG- Email from Liz (Acq): I believe this site is not legally complete yet, please do not attend site. We will be in touch once MSV can be arranged.
16/09/2024-VG- Awaiting forecasted - Galliford failed to get access. 
02/09/2024-VG- Gavin confirmed to Liz F(C) to 20/09/2024.
23/08/2024-VG-Gavin mentioned that: Amy 07821 651 354 AQC visit not confirmed currently on hold but may be back in the pot Monday.","26/01/2025-VG-Survey and PANS, received. Available on SharePoint.
21/01/2025 [VG] - MSV and PANS, confirmed as completed. Waiting to be received.
11/12/2024-[VG]-MSV Confirmed 21/01/2025 @ 11:00AM","","","","","F","01/01/1900","A","","To be instructed","","","","01/01/1900","01/01/1900","01/01/1900","Emfyser","","Raashid Patel","","","To be instructed","","","","F","01/01/1900","01/01/1900","","","01/01/1900","01/01/1900",""
"28008","In Progress","Design Only","20/06/2024","11278627","5178vf","","5178_1","","Outside London","Outside London","F","","Rooftop","","","","WIP","KTL","ICNIRP","Martin to advise Nith on tilt restrictions to achieve a pass","KTL (Internal)","Chris Padfield","","","","F","13/08/2024","19/08/2024","01/01/1900","01/01/1900","01/01/1900","01/01/1900","","F","F","23/08/2024-VG- Survey and photos, received.","","","","Emfyser","GA (Existing + Proposed Pages)","F","30/10/2024","1A","Martin McWaters","First Check","","30/09-MM- GA sent to Nith for ICNIRP review and back with Martin to advise on tilts","","01/01/1900","01/01/1900","01/01/1900","Emfyser","","Raashid Patel","","","To be instructed","","","","F","01/01/1900","01/01/1900","","","01/01/1900","01/01/1900",""
"28019","In Progress","Acquisition Only","13/05/2024","12132129","1136vf","","1136_28","","Outside London","Outside London","F","","Rooftop","","","","","","","","","","","","","F","01/01/1900","01/01/1900","01/01/1900","01/01/1900","01/01/1900","01/01/1900","","F","F","","","","","","","F","01/01/1900","A","","To be instructed","","","","01/01/1900","01/01/1900","01/01/1900","Emfyser","","Raashid Patel","","","To be instructed","","","","F","01/01/1900","01/01/1900","","","01/01/1900","01/01/1900",""
"28038","In Progress","Acquisition & Design","29/06/2024","12438532","7743vf","","","","Microwave","Microwave","F","","Greenfield","","","","","","","","KTL (Internal)","Leighton Davis","","","","F","16/08/2024","16/08/2024","01/01/1900","01/01/1900","01/01/1900","01/01/1900","","F","F","19/08/2024-VG- Survey and photos received.
16/08/2024-VG- Survey confirmed as completed. Waiting for survey & photos.","","","","Emfyser","","F","30/09/2024","B","Martin McWaters","Approved","","22/10-MM-GA REV B Issued to CS & VF, still awaiting GDC L2
30/09- MW GA issued & sent to VF","30/09/2024","24/10/2024","30/09/2024","24/10/2024","Emfyser","","Raashid Patel","","","To be instructed","","","","F","01/01/1900","01/01/1900","","","01/01/1900","01/01/1900",""
